angle_1,angle_2,angle_3,angle_4,posture_type
13.626994859891541,173.89236835501055,8.200146059498799,6.593636478199703,kyphotic-lordotic-posture
22.83365417791754,176.05481377096243,2.6025622024998065,6.857072334099269,kyphotic-lordotic-posture
25.50413948681376,169.48074610386962,8.727277695172774,8.914926957147866,kyphotic-lordotic-posture
22.583852520656357,171.06438615741826,6.197877633430844,11.466692081543469,kyphotic-lordotic-posture
6.69924423399362,167.39368705640086,4.920616036363993,2.9655677874009163,kyphotic-lordotic-posture
31.80532892499695,169.8753283446022,6.063625368511743,4.8327559871349415,kyphotic-lordotic-posture
35.61848983925176,171.49462957765374,8.203905378403782,5.253802751262255,kyphotic-lordotic-posture
16.525796389925638,168.5461085839078,7.3523793598923595,10.40771131249006,kyphotic-lordotic-posture
42.969085763146886,177.04193257076597,11.257702972066994,10.08059798754232,kyphotic-lordotic-posture
28.30075576600638,176.18592516570965,15.862658370688083,3.9361661126899987,kyphotic-lordotic-posture
33.32097509183809,168.70928376198821,6.0938727619308361,4.8058746267918737,kyphotic-lordotic-posture
10.37726498382034,172.48938741294854,14.656255251673625,4.6983727187366662,kyphotic-lordotic-posture
9.147080384875151,173.01512796071825,15.310405703762374,3.9749340108819768,kyphotic-lordotic-posture
20.91513662903316,178.11651260687663,9.629951277764341,3.315233260974768,kyphotic-lordotic-posture
31.86597769360368,173.25685556925802,2.0860458260064003,6.387117025764513,kyphotic-lordotic-posture
28.482185747040425,175.99219545762767,12.552503232826671,7.491796989168756,kyphotic-lordotic-posture
29.054604099077146,172.40535663140855,8.595911436920971,7.431407971172507,kyphotic-lordotic-posture
28.225333546060796,173.21535061461566,10.931861431872406,2.3215305898327188,kyphotic-lordotic-posture
22.356891329294292,171.23724709667115,8.697960552519262,4.335430085840203,kyphotic-lordotic-posture
24.304549265936718,174.90703470145465,3.6473856524568666,7.900284045267382,kyphotic-lordotic-posture
24.443954780416536,174.1614766355756,12.506745415473684,3.0760200984523816,kyphotic-lordotic-posture
19.502448506662216,172.7324571303716,11.447167611611297,5.562333394388994,kyphotic-lordotic-posture
25.568375847832083,170.8492777718272,12.012837636192828,4.843382777198777,kyphotic-lordotic-posture
20.930283772277818,169.3095872666271,7.7584652657001934,9.884754677772093,kyphotic-lordotic-posture
27.565125305200702,170.5126359318936,11.907107815037008,5.194428907734806,kyphotic-lordotic-posture
15.948752627888277,174.7847672898374,8.204857726667663,6.5873039874772234,kyphotic-lordotic-posture
28.81079374297307,176.81034550102885,16.71922880922542,1.99609588600949,kyphotic-lordotic-posture
35.65983788827638,169.69847409193939,6.09648763526738,4.709473652555277,kyphotic-lordotic-posture
21.34985821039133,171.4598409503832,4.203984736829934,5.995736389138334,kyphotic-lordotic-posture
24.39943592417513,177.21614003035518,10.549611570812315,0.33802427593754336,kyphotic-lordotic-posture
17.19854122006587,174.3455791773593,8.74616226255521,1.6846843178962914,kyphotic-lordotic-posture
18.48587872766446,172.5987366672873,8.89384898229393,2.5093836262718138,kyphotic-lordotic-posture
21.43460412941803,173.13357019750228,4.381037831808015,2.1764643469785003,kyphotic-lordotic-posture
20.735233937996963,170.05516940009045,3.708428157130453,6.016672996056159,kyphotic-lordotic-posture
32.09259132873416,175.32258214111826,1.4380857074036568,11.037616180819827,kyphotic-lordotic-posture
49.2222302061427,174.4278021960362,6.307091934737666,9.105848541450781,kyphotic-lordotic-posture
30.256437163529274,177.19628556840019,3.1424957770727664,11.598904610978092,kyphotic-lordotic-posture
37.452394840053321,171.9348729888823,2.7049837610983313,14.644092831847561,kyphotic-lordotic-posture
44.65309329837464,176.01928363544412,1.83048743543789923,9.948725329830022,kyphotic-lordotic-posture
24.341089936692512,170.84974322198514,5.308700354772919,7.386043151267269,kyphotic-lordotic-posture
22.2218112253886,169.8113719915465,3.474407367531664,13.775018319674604,kyphotic-lordotic-posture
24.30298347652617,174.103982645211,11.03847357289182,4.8539821902983411,kyphotic-lordotic-posture
17.74838273837193,167.893746187367,7.767093276546782,9.89485738928374,kyphotic-lordotic-posture
40.93625176300103,175.056021579877,11.01398739183323,8.12930923488122,kyphotic-lordotic-posture
30.54309382748233,174.204936294732,13.21039476252717,4.91937626723011,kyphotic-lordotic-posture
34.10383429842421,169.013984738381,5.820931837721031,5.01395783287428,kyphotic-lordotic-posture
8.93271093837462,168.3409582919391,5.139487382984717,3.01934873847582,kyphotic-lordotic-posture
21.7284726176301,170.9320021993810,5.894392384539138,9.56513984294852,kyphotic-lordotic-posture
36.75928817029212,172.48939536117152,0.5644721753069635,15.42216131873867,kyphotic-lordotic-posture
54.73698827040274,176.17651235496584,1.548157698977968,8.22158037038062,kyphotic-lordotic-posture
13.952477768084936,174.69489039378962,1.9920935729664446,2.754374230607325,kyphotic-posture
22.98871680208064,179.84761796696043,178.80151834988152,3.8441355762923854,kyphotic-posture
21.80140948635181,0.297637735723494,2.708428157130453,178.67218988825303,kyphotic-posture
28.37924308610794,178.44420082607226,2.6799739401079403,2.581855864408104,kyphotic-posture
31.263731694377427,1.0809241866606887,179.4929709390852,2.2196555531978914,kyphotic-posture
14.588918732874635,179.68634010686722,0,0,kyphotic-posture
37.568592028827496,0.1613961351203837,178.64680804622031,3.398705354995532,kyphotic-posture
37.568592028827496,0.1613961351203837,178.64680804622031,3.398705354995532,kyphotic-posture
27.51989243095018,179.88137536719125,2.021364940356016,3.01278750418334,kyphotic-posture
25.51989243095018,179.67937536719125,1.031364940356016,0.91278750418334,kyphotic-posture
21.370622269343187,177.97162228404156,1.7899106082460694,1.8287697396347486,kyphotic-posture
31.71134586523798,178.46776221712057,0.9751531430925626,1.041626676009974,kyphotic-posture
17.027207335047944,0.5598757901616674,2.1155035662854065,179.17208393496898,kyphotic-posture
29.20546151643516,0.8199194041358681,3.421219276429307,1.3822036966969677,kyphotic-posture
33.78936687112333,177.98721249581666,3.409965423112419,2.646825570428574,kyphotic-posture
30.902214365071746,1.512115066168957,1.626257196715152,179.71982727219202,kyphotic-posture
19.35078913787123,1.771469740034077,3.19088681202978,179.05148103901394,kyphotic-posture
16.448608127039815,1.5017925223593462,2.176891353194978,1.983476694509309,kyphotic-posture
23.818650499733764,178.27634161865495,3.0528825147924286,2.0825652797308845,kyphotic-posture
42.84703721089954,178.74805439963612,179.18592516570965,1.503531644784458,kyphotic-posture
50.12316553712815,179.8946769945276,0,2.019207151048367,kyphotic-posture
36.587654709573165,3.01278750418334,0.13481335006418257,2.344650318265879,kyphotic-posture
23.66647437779628,1.0258478522182988,3.35913249877799,2.9603118304583846,kyphotic-posture
25.84928341837419,0.8923019348759138,2.78482663816377,1.9934829173888901,kyphotic-posture
15.668160421752493,179.067179640588,0.7848246029918882,0.48554583000813367,kyphotic-posture
24.837396009213965,178.9830415866362,1.1088121277599294,2.503259581119032,kyphotic-posture
31.96664367408616,178.01796253732553,1.468229258917148,1.7309390745492024,kyphotic-posture
55.0369024539635,2.975180526880267,1.6902046743213603,2.533558888394575,kyphotic-posture
21.370622269343187,179.25191181994626,0.8746767711213187,2.122297811783643,kyphotic-posture
17.969139740157022,0.5244318485277547,0.19894287936062627,1.5017925223593462,kyphotic-posture
35.305913764297498,0.103456985203715,1.98374617261827117,1.93846517345998123,kyphotic-posture
36.10745129175187,179.89695014796285,3.224403217083851,2.953116853487206,kyphotic-posture
25.621995944606983,179.08089521628577,2.1799739401079403,178.90728818629574,kyphotic-posture
30.154547917916183,178.63990446533705,179.84472726490807,2.130447047659959,kyphotic-posture
35.8926656877456,0.7364090554592951,179.20057588668246,1.3510650827196378,kyphotic-posture
14.743562836470744,179.1319485502545,0.504795568555835,0.5379727301122728,kyphotic-posture
41.448615051686517,179.7409770449283,1.023972183748291,0.1299938291837417,kyphotic-posture
39.304973257478272,1.2049473652781,179.0021348173912,1.2947392746528134,kyphotic-posture
29.938746328462113,179.8746297451331,0,0,kyphotic-posture
24.230948164514367,179.9387152381836,0.2310938781761,0,kyphotic-posture
18.152705886651155,179.51672853100234,0.7029804227355816,1.4620730561350914,kyphotic-posture
15.561510325328486,0,0.46962701968964754,2.085800806775599,kyphotic-posture
19.604088150829433,1.4978798564766744,178.9516250597017,1.837736790387852,kyphotic-posture
29.38060786128922,2.417719115131844,0,2.8933536095871597,kyphotic-posture
19.93093827346821,0.903847718347518,2.0192837647187364,0.993816123645514,kyphotic-posture
17.67153109486134,1.893614293746154,1.9389183187319871,2.000001398746187,kyphotic-posture
18.73625187319731,1.549384716398761,2.9818276451831631,179.340987652163512,kyphotic-posture
43.87138718093817,178.0193847367267,2.7984187329818812,2.109365426536153,kyphotic-posture
13.28486648490219,179.38723427773598,0.7848246029918882,0.6227556872063182,kyphotic-posture
31.551384948313483,178.2590229550717,1.4392896278824026,0,kyphotic-posture
3.0528825147924286,179.31793960682734,9.222161664476513,179.169684513742,lordotic-posture
0.5305013166738103,0.7233601239113681,5.774325902663275,0.2010369978346058,lordotic-posture
0.846030090047376,166.15486916391035,21.037511025421818,12.826375182272777,lordotic-posture
3.778197707161587,178.2491458134572,6.6798860632225505,3.4473868518651978,lordotic-posture
0.9623910236605127,176.17409697027216,11.587104089759697,9.375466620924326,lordotic-posture
2.9866369904751666,178.49863982356936,12.68038349181982,4.705096977266242,lordotic-posture
7.426969021480673,179.78047701474034,10.520784313874362,3.5763343749973515,lordotic-posture
8.145544433896339,174.10573037846513,10.954062643398334,4.662739336254641,lordotic-posture
7.224315694045337,178.40885972880542,4.642037813507533,3.393011069088745,lordotic-posture
4.573921259900861,176.6923645515407,6.434739151036719,9.384227145738285,lordotic-posture
4.091893064346847,174.8460914387722,5.5663321426909755,4.944074410797818,lordotic-posture
3.532294583890887,0.7270647725260015,6.044092162241109,0.5700884449988864,lordotic-posture
179.40319054877082,176.8800470083166,2.519389291206268,0.561705332566547,lordotic-posture
177.79797941667786,177.74219601132756,8.662052253225585,0.8024094346389615,lordotic-posture
179.80192837462718,171.79837251091823,9.809128374782918,1.3209489184719841,lordotic-posture
3.972626614896393,173.23140691975567,10.619655276155134,178.59137126466155,lordotic-posture
179.43829466743344,174.89434663249253,4.848304768394877,11.461308025411306,lordotic-posture
1.3859178508121923,173.46596150381976,9.598903068541803,13.690049617465514,lordotic-posture
0.2387419991831823,174.2093816093123,10.012387471983881,5.2094827919837183,lordotic-posture
179.23098721982719,175.75134383118115,9.904987481773812,4.9736871364817361,lordotic-posture
0,171.4761184197572,3.4587243188064174,0.8998597149044031,lordotic-posture
1.4502162909334284,177.2233964760977,22.22962109123779,11.49656301758578,lordotic-posture
178.3670492605118,177.75193983118115,8.334364517357832,4.1785689688894685,lordotic-posture
0.69605172201657,172.96330563720483,3.3093362760633225,9.16234704572171,lordotic-posture
0.49605172201657,171.82093716273618,3.9023861531731234,7.80937136187361,lordotic-posture
4.236394799058841,177.60195868195498,10.551809506192283,179.58482045885515,lordotic-posture
179.44374777291932,178.46578909815918,8.648602041446653,177.54327192660847,lordotic-posture
5.332158881659557,177.47245533409435,11.48541670175861,6.709836807756933,lordotic-posture
4.210498403302206,170.0850543215251,4.481105748108875,177.3974377975002,lordotic-posture
2.683775159468985,178.43608337164662,6.340191745909909,0.20609903738412616,lordotic-posture
3.551733354820403,172.46377698283084,15.729638755231168,4.994866046405531,lordotic-posture
4.844000375080679,172.8749836510982,11.689369175439191,7.296946153975158,lordotic-posture
179.60281897270363,178.7073193685442565,8.15814727580909,1.9525090493996,lordotic-posture
179.4153694792948,172.62484958234924,7.56142842766696,7.826661005022545,lordotic-posture
179.90281897270363,176.9083193685442565,9.00114727580909,2.0521090493996,lordotic-posture
1.9105098261677537,175.99949601042505,9.875991666894299,7.784926957147866,lordotic-posture
0,173.3761184197572,2.9987243188064174,1.0003432214212,lordotic-posture
179.5670492605118,175.25193983118115,7.934364517357832,2.1785689688894685,lordotic-posture
178.14240962967975,177.76520114126114,10.677882674314038,8.373593903566785,lordotic-posture
1.157333068129517,178.35235237992708,8.172764877554506,1.9033888499242686,lordotic-posture
1.032244691565731,177.14708868921363,1.9149510140425727,12.528807709151511,lordotic-posture
4.6185464875689375,175.02586778117146,3.001524327699156,8.849258470701056,lordotic-posture
3.4165881917713445,175.68397248013437,6.709836807756933,7.216579642130546,lordotic-posture
179.79800929991888,175.90938817455101,11.9083777500199,7.4311109387461093,lordotic-posture
3.946863053973501,171.6070748126075,5.865971141726529,6.966692522330827,lordotic-posture
3.624628041445912,174.19327309446842,3.401690693533717,10.189463869680216,lordotic-posture
178.4377750831576,171.15818543980834,10.469174257711416,10.49939845283319,lordotic-posture
2.9108378261677537,176.91149601042503,10.475991666894299,8.914926957147866,lordotic-posture
3.6329507394882063,179.03829067014124,12.317456027060167,6.122503661487363,lordotic-posture
3.1333550918093022,175.42140768001988,10.543092918188822,5.877565333122359,lordotic-posture
3.90049374238189,179.87809427009526,2.0333156694143883,1.2006339815250384,neutral-posture
1.8476102659945959,0.264033981259109,179.0608090542644,0.3536731592464612,neutral-posture
4.436474485657365,1.04399887737131,177.94123429500948,2.210318924353905,neutral-posture
5.806726905531578,179.6790185988064,3.6913859864512752,1.2018330644521196,neutral-posture
2.3278150890411546,179.64265049943597,0.5526752649481561,1.1189159305671887,neutral-posture
4.467159061389273,179.67751308924719,2.7006293373952883,2.4797637918170983,neutral-posture
2.442415310657095,175.86648278252943,3.681516762621042,179.43273359014208,neutral-posture
1.606002989282249,2.5228948798775233,4.803485759069079,1.6785168497271,neutral-posture
2.4470486423236157,0.1380618520968678,2.976699468111743,4.129713061299051,neutral-posture
2.418786730238786,179.36742245988344,2.9050550466644696,2.1610794882263713,neutral-posture
0.9934688562825819,178.65437344342368,2.4332010547372143,179.62305952040288,neutral-posture
1.0145097530031102,179.08975321109975,1.5409876432098712,179.02305786040288,neutral-posture
1.169139327907419,179.73657298484693,179.81752998150094,0.17468171338858504,neutral-posture
1.6523046776513075,0,0.36493633573064554,2.726310993906266,neutral-posture
2.245742565895071,0.7925788023643708,2.196413429104334,1.179830119864234,neutral-posture
2.7830207538566154,0.6547804022677002,1.5693548047489851,1.0498051666305117,neutral-posture
179.54164354199958,1.1070270456807774,2.172246804778,2.453298744393907,neutral-posture
1.1088121277599294,179.87351945597268,179.7592628472782,1.8778774472853594,neutral-posture
1.203447901691836,1.213141069866907,3.918248864067376,1.997692604014417,neutral-posture
178.8798763321109,179.0650984322441,1.3137120577538092,179.23098754321,neutral-posture
1.194428907734806,1.4538954651088813,179.0608090542644,1.0809241866606887,neutral-posture
2.2724497327829347,1.099943818839033,1.2852666069383156,2.279226021426703,neutral-posture
0,179.11859600341785,2.0724392780193,179.00538152635943,neutral-posture
1.9170072866277135,178.12374025499872,1.9692796361334248,178.8952596328496,neutral-posture
2.16925758972851,178.66155707897627,2.462816675916847,2.413407889831428,neutral-posture
2.3859440303888126,179.77487039430625,2.4681179138285407,2.2906100426385296,neutral-posture
1.9580674292340416,178.42476307431696,2.1637702114650045,0.8303154862580109,neutral-posture
1.0987654400754321,178.94609712346504,1.8639902114110045,1.0098765430998753,neutral-posture
1.61758059012683,179.78379053753764,178.90181284925998,1.3510650827196378,neutral-posture
1.2018330644521196,178.50306422360862,2.0127613246067195,178.07481629167685,neutral-posture
1.0218330234556801,179.50456666677789,1.9786546665890099,179.90099629163344,neutral-posture
178.18580809097006,178.55587446906415,1.2137120577538092,179.13030164656095,neutral-posture
2.4195092166563366,0.6488485864927865,2.3233754486244016,2.710843763242736,neutral-posture
0.6986943829834713,179.86644364629407,179.3124836453609,0,neutral-posture
0.0065311437174181,178.34562655657632,1.633201054737214,178.37694047959712,neutral-posture
0.4182099414970967,178.88326463921945,1.041626676009974,0.37694047959713317,neutral-posture
0.9601745666663432,179.8940929496132,0.454718861693143,1.1072923779410067,neutral-posture
2.606002989282249,1.8096543209877611,3.409875233099001,2.3214831502729,neutral-posture
2.635463426902642,179.87571433916165,1.6523046776513075,1.5856374110969198,neutral-posture
178.99746686817312,179.81336945643443,0.9443504035796334,178.19505803392653,neutral-posture
3.628532155436422,178.86557836902298,178.446245917028,1.7864237667512815,neutral-posture
3.467159061389273,177.38210474654807,0.5150043726927247,1.2939351653529159,neutral-posture
178.93908830973578,177.63592041408052,0.8303154862580109,3.343055758575166,neutral-posture
0.0065311437174181,177.34562655657632,2.566798945262786,0.37694047959712,neutral-posture
1.557584689342915,176.013351721747057,2.318483237378958,178.63273359014208,neutral-posture
2.393997010717751,2.477105120122477,4.196514240930921,1.3214831502729,neutral-posture
3.532840938610727,0.32248691075281,177.2993706626047,2.520236208182902,neutral-posture
0.008653211178641,178.98760861150971,179.780973210987341,0.34550987654122,neutral-posture
1.00546776513075,0,0.56493357306564,0,neutral-posture
0.754257434104929,2.2074211976356292,1.803586570895666,1.820169880135766,neutral-posture